epoch, train_loss, val_loss, lr
0, 0.7470628264868582, 1.6209513938749158, 9.99e-04
1, 0.35882840113059894, 1.5502738651069434, 9.96e-04
2, 0.3038176981097943, 1.0618271486823623, 9.91e-04
3, 0.284900985223216, 0.6598777671440228, 9.84e-04
4, 0.2573493962513434, 0.507227551792119, 9.76e-04
5, 0.24553150498383755, 0.4561726968675046, 9.65e-04
6, 0.24876177366520907, 0.4110469135883692, 9.52e-04
7, 0.2347774687409401, 0.33844915435120865, 9.38e-04
8, 0.23027281960120072, 0.3316544598018801, 9.22e-04
9, 0.22667149233254227, 0.27152057220806947, 9.05e-04
10, 0.22743252098560332, 0.3485451699108691, 8.85e-04
11, 0.22049744948744773, 0.28205599723635494, 8.64e-04
12, 0.21869711538827097, 0.27018939356546146, 8.42e-04
13, 0.20898851979825947, 0.29522686668344444, 8.19e-04
14, 0.19801385904486116, 0.2548916160415959, 7.94e-04
15, 0.21748498686664813, 0.25655097895377393, 7.68e-04
16, 0.18322703435211568, 0.3130517001570882, 7.41e-04
17, 0.17295542714160841, 0.248921082245337, 7.13e-04
18, 0.1571651931127181, 0.221545678465753, 6.84e-04
19, 0.1491492057772907, 0.21985192588052235, 6.55e-04
20, 0.14877287504439418, 0.23262798251332464, 6.24e-04
21, 0.14553480577428599, 0.2305705619502712, 5.94e-04
22, 0.13462796860752074, 0.22434958543326403, 5.63e-04
23, 0.13080797584677065, 0.2180243265145534, 5.31e-04
24, 0.12242077372364096, 0.21987607066695755, 5.00e-04
25, 0.1220336019298112, 0.22055189545090134, 4.69e-04
26, 0.11482080056759957, 0.21616484192577567, 4.37e-04
27, 0.1114789537491428, 0.221248303820958, 4.06e-04
28, 0.10923523270399184, 0.24338270076223323, 3.76e-04
29, 0.10642858730478061, 0.21151618380804318, 3.45e-04
30, 0.10086002842598671, 0.21538136541037947, 3.16e-04
31, 0.10036913814174163, 0.2182764310530714, 2.87e-04
32, 0.09768818392544179, 0.21606510643218016, 2.59e-04
33, 0.09342253177250559, 0.21455103861319053, 2.32e-04
34, 0.09268725866602885, 0.2083133107504329, 2.06e-04
35, 0.09080413331554549, 0.21682697583694716, 1.81e-04
36, 0.0892511963461702, 0.21797388834727777, 1.58e-04
37, 0.08453195891569595, 0.2137803931494017, 1.36e-04
38, 0.083364683992758, 0.21180990764418164, 1.15e-04
39, 0.08116182718476331, 0.21833567515418337, 9.55e-05
40, 0.08044916784441149, 0.21696861662574715, 7.78e-05
