epoch, train_loss, val_loss, lr
0, 1.0111303720718776, 0.4609881274211101, 3.99e-04
1, 0.4070686673506712, 0.3291521442242158, 3.98e-04
2, 0.33041316186770414, 0.28577924951528894, 3.94e-04
3, 0.297153098995869, 0.29353926884822357, 3.90e-04
4, 0.2804418113751289, 0.25253724348850737, 3.85e-04
5, 0.2656859772327619, 0.2475495932958065, 3.78e-04
6, 0.2532798367433059, 0.23354034217504355, 3.71e-04
7, 0.24463307314958327, 0.22631189861358741, 3.62e-04
8, 0.2347780528741005, 0.2239113111526538, 3.52e-04
9, 0.22766419801956567, 0.21581665499088093, 3.41e-04
10, 0.22215385391161993, 0.204182431101799, 3.30e-04
11, 0.21263889486973103, 0.19877632894577124, 3.18e-04
12, 0.20761393782420037, 0.18972852413470928, 3.04e-04
13, 0.20348815765136327, 0.19346526471468117, 2.91e-04
14, 0.1957176005228972, 0.17531709441771873, 2.77e-04
15, 0.18928871750831605, 0.17353146083844015, 2.62e-04
16, 0.1849411061176887, 0.1728445455049857, 2.47e-04
17, 0.18202758462001115, 0.17403203325393873, 2.31e-04
18, 0.17561129606687106, 0.16551757470155373, 2.16e-04
19, 0.16983030407856672, 0.18002480497727028, 2.00e-04
20, 0.16815228236791416, 0.17256713494276388, 1.84e-04
21, 0.16204279894248033, 0.16130458964751318, 1.69e-04
22, 0.157406436976714, 0.15739153707638764, 1.53e-04
23, 0.15372996005492331, 0.15535101768298026, 1.38e-04
24, 0.1537611071880047, 0.1573045029472082, 1.23e-04
25, 0.14728717219371062, 0.14876275070202657, 1.09e-04
26, 0.1450034431157968, 0.1609635794009918, 9.55e-05
27, 0.14462774529671057, 0.15671267249645332, 8.24e-05
28, 0.14136133598975645, 0.147988553918325, 7.01e-05
29, 0.13726024543627716, 0.14544023859959382, 5.86e-05
30, 0.13480390730576639, 0.14079898030329974, 4.79e-05
31, 0.13386288438087854, 0.14498978142554944, 3.82e-05
32, 0.1319262295579299, 0.1391477840833175, 2.95e-05
33, 0.12975554298131894, 0.138699410817562, 2.18e-05
34, 0.12950085519980162, 0.13776394740129128, 1.52e-05
35, 0.12843909084032742, 0.13784764596284965, 9.79e-06
36, 0.12698079790824499, 0.13746154659833665, 5.53e-06
37, 0.12634943127632142, 0.1374233175546695, 2.46e-06
38, 0.12623571902513503, 0.13657990182057406, 6.17e-07
39, 0.1261997131200937, 0.136380718763058, 0.00e+00
