epoch, train_loss, val_loss, lr
0, 1.1232635049683017, 1.4289007559982505, 9.99e-04
1, 0.8000946057809366, 1.1213175648289757, 9.96e-04
2, 0.7317687260178295, 0.8715399392392185, 9.91e-04
3, 0.6607228433965026, 0.8071474157958417, 9.84e-04
4, 0.6068749923238883, 0.7445712610515388, 9.76e-04
5, 0.5846416801254491, 0.655278867080405, 9.65e-04
6, 0.5309671036133895, 0.5856444440339063, 9.52e-04
7, 0.49757009732964874, 0.5602502257759506, 9.38e-04
8, 0.4712593581748975, 0.5109230478067656, 9.22e-04
9, 0.4429412711512398, 0.4918923985797006, 9.05e-04
10, 0.419255134708978, 0.4730018888293086, 8.85e-04
11, 0.3995705886748997, 0.4511788126584646, 8.64e-04
12, 0.38099451219713365, 0.4362672271760734, 8.42e-04
13, 0.36778212063215876, 0.4224727841084068, 8.19e-04
14, 0.3518831786412645, 0.4009049572010298, 7.94e-04
15, 0.3383097745639247, 0.38356300654443537, 7.68e-04
16, 0.32673016058834825, 0.37403840411353756, 7.41e-04
17, 0.31656041520672873, 0.3773733331706073, 7.13e-04
18, 0.3068598385235748, 0.3910510519227466, 6.84e-04
19, 0.29869447584893255, 0.3633536244244189, 6.55e-04
20, 0.2918398774374981, 0.3650720615161432, 6.24e-04
21, 0.2832628737873322, 0.34015031046158556, 5.94e-04
22, 0.27872742401587, 0.33131526210823575, 5.63e-04
23, 0.27065516529453765, 0.32617444446763477, 5.31e-04
24, 0.26430834682406606, 0.3119024029776857, 5.00e-04
25, 0.25904527894145735, 0.3143080933593415, 4.69e-04
26, 0.25364258257521166, 0.3162284112137717, 4.37e-04
27, 0.24858433520673096, 0.3026751542896838, 4.06e-04
28, 0.24614212447928416, 0.305651854405532, 3.76e-04
29, 0.24022262454032897, 0.3077904039621353, 3.45e-04
30, 0.23670995902773495, 0.2838673122428559, 3.16e-04
31, 0.23272224873103, 0.2881997444984075, 2.87e-04
32, 0.22980245870714253, 0.26593687875045313, 2.59e-04
33, 0.22593572170750514, 0.27238594119613235, 2.32e-04
34, 0.22295341471763883, 0.2653623139858246, 2.06e-04
35, 0.22025464718406265, 0.2545652809175285, 1.81e-04
36, 0.2175561795021231, 0.25560183447760504, 1.58e-04
37, 0.2155065050479528, 0.2529307921834894, 1.36e-04
38, 0.21331212114039305, 0.25014310873843526, 1.15e-04
39, 0.21184972079017678, 0.2489170032900733, 9.55e-05
40, 0.20939610294594957, 0.2525457659122106, 7.78e-05
41, 0.20810456349438913, 0.2467402260770669, 6.18e-05
42, 0.2069422704484817, 0.2451214158937738, 4.76e-05
43, 0.20579199825186986, 0.24608140159297634, 3.51e-05
44, 0.20486778234307831, 0.2451286579789342, 2.45e-05
45, 0.2041552526262161, 0.24531113999920923, 1.57e-05
46, 0.20354720232655873, 0.24455578344899254, 8.86e-06
47, 0.2032163403304042, 0.24513047169189195, 3.94e-06
48, 0.20277394526310868, 0.24526816284334338, 9.87e-07
49, 0.20265210656096808, 0.24524096546946345, 0.00e+00
